,subject,sentence,output
1320,Republicans,"Republicans said you`re doing that, you`re doing way too much.",NEGATIVE
1321,Republicans,Polls suggest that even Republicans believe that.,NEUTRAL
1322,Republicans,Not the House Democrats and not the Republicans.,NEUTRAL
1323,Republicans,So it is a matter of whether or not the Republicans really want to conduct themselves in a matter befitting their station.,NEUTRAL
1324,Republicans,"Now, Republicans have to face the exact same political hurdles that Democrats did.",NEUTRAL
1325,Republicans," If you`re going to talk call witnesses, some Republicans are saying fine.",NEUTRAL
1326,Republicans, Republicans will say that these handwritten notes on the hotel stationery are self-serving even if they were taken at the time of the phone call.,NEUTRAL
1327,Republicans,"I`ll just say I guess on the skeptic here on the idea of Republicans feeling the political pressure on this, I think there are a couple, maybe Romney, maybe Murkowski.",NEUTRAL
1328,Republicans,"We have been told repeatedly by Republicans that it will look pretty much like what they did for the Clinton trial, in terms of time limits for both sides, no votes on witnesses and things like that, until a little bit later on, although, best I can tell, nobody outside of Mitch McConnell`s leadership team has had a chance to look at resolution yet.",NEUTRAL
1329,Republicans,"There were Republicans not running for re-election, Republicans going off into retirement.",NEUTRAL
1330,Senate,"Now the Senate has to do its best to try to understand exactly what has happened, get the full story.",NEUTRAL
1331,Senate,"You know, what`s your interpretation and -- of what you believe the Senate`s role is?",NEUTRAL
1332,Senate,"Usually, as you know, the Senate floor is a hubbub of multiple conversations.",NEUTRAL
1333,Senate,"But look, those four have to stay in the Senate.",NEUTRAL
1334,Senate," Well, I think the Senate should have a -- supposed to have a role in the investigation.",NEUTRAL
1335,House," Neera, how important is it for the House impeachment managers to almost tailor parts of their case essentially to your Lamar Alexanders?",NEUTRAL
1336,House,That`s something that no president has ever done in American history and the idea that a lawyer for the White House did that is I think incredibly worrisome.,NEGATIVE
1337,House,"Knowing what we know now, do you think the House should have kept its investigation going?",NEUTRAL
1338,House, I will leave that up to the House.,NEUTRAL
1339,House,The House managers are going to be asked to file their brief tomorrow and they don`t know what the rules are of the proceeding that they`re going into.,NEUTRAL
1340,House,"Now, we have a situation where the president blocked documents, he blocked witnesses so the House did what they could and even then they found what they sensed to be something very, very serious and worth an impeachment vote and, you know, as you come to the Senate now starting next week I think the Democratic Senators are, as well, aligned on an issue.",NEUTRAL
1341,House,"Now make no mistake, there`s a lot of evidence behind the House`s impeachment case, but there are also a lot of loose ends and unanswered questions.",NEUTRAL
1342,Clinton,"The Clinton investigation had 90,000 documents.",NEUTRAL
1343,Iowa,"So more than any primary I have seen, Iowa voters are really paying attention to who`s doing well in the national polls and what their coalition is.",POSITIVE
1344,Ken Starr," Sort of like, there`s always a tweet when Ken Starr though always be a Clinton anecdote.",NEUTRAL
1345,Ken Starr,"In the case 20 years ago, we had Ken Starr do three and a half years of work, spend $80 million and -- but he had everybody, every potential witness, all the documents under oath in front of the grand jury.",NEUTRAL
1346,Ken Starr, Very quickly on Ken Starr,NEUTRAL
1347,Ken Starr,"That is that in conservative legal circles, Ken Starr`s reputation is sterling and he has worked with Pat Cipollone.",POSITIVE
1348,Ken Starr,"But NBC news has also learned it will include former special counsel, Ken Starr, believe it or not whose investigation into President Clinton led to the last impeachment trial and the president is tabbed -- tapped Alan Dershowitz who has represented among other folks recently and in the news Jeffrey Epstein.",NEUTRAL
1349,Ken Starr,How Ken Starr made his way on the team is pretty clear.,NEUTRAL
1350,Iran,"Iranian leaders have vowed revenge for the attack, although we don`t know what exactly they`re planning or when.",NEUTRAL
1351,Iran,So the only way he figures that he is going to get re-elected -- and as sure as you`re sitting there -- is to start a war with Iran.,NEGATIVE
1352,Iran,"But if it gets into a straight-up fight with the United States, Iran will lose.",NEGATIVE
1353,Iran,Iran is not usually taken its retribution in far off places.,NEGATIVE
1354,Iran,"And there`s no doubt that Iran will, in fact, respond.(END VIDEO CLIP)",NEUTRAL
1355,Iran,"What we heard this morning was more from the president`s Twitter feed and that is, a, that Iran`s on notice there could potentially be a war.",NEGATIVE
1356,Iran,"Still ahead, lawmakers battle over Iran.",NEUTRAL
1357,Iraq,The State Department also is urging all Americans to leave Iraq.,NEGATIVE
1358,Iraq,And the idea that we`ve made Iraq or the region a safer place is highly questionable.,NEGATIVE
1359,Iraq,This is nothing new in Iraq.,NEUTRAL
1360,Iraq,"I`m wondering if going after the second in command in Iraq, that there was a plan to go after the second in command in Iraq, which would --",NEUTRAL
1361,Iraq,"But the question is, you know, we`ve already -- we went to war in Iraq and we were told that there were weapons of mass destruction.",NEUTRAL
1362,Iraq,So that`s what`s happening tomorrow in Iraq.,NEUTRAL
1363,Soleimani,But he did say over and over that they believe Soleimani was directing these attacks and that they were actually imminent.,NEGATIVE
1364,Soleimani, Nobody is mourning -- nobody in America at least -- is mourning the loss of Soleimani and nobody is arguing with -- with how devastating his leadership has been.,NEGATIVE
1365,Soleimani,And Qasem Soleimani was absolutely instrumental in that.,NEUTRAL
1366,Soleimani,"A, Soleimani is in Baghdad.",NEUTRAL
1367,Soleimani,"You know, Soleimani is a bad guy and I`m not going to grieve for him one iota.",NEGATIVE
1368,Soleimani,And Soleimani has been absolutely in the middle of this.,NEUTRAL
1369,Soleimani,And he said Soleimani was plotting attacks that would have killed Americans.,NEGATIVE
1370,Soleimani,We now know that Soleimani traveled to both Syria and to Lebanon recently.,NEUTRAL
1371,Soleimani,Then Qasem Soleimani`s body is supposed to be transferred to Iran where there will be more similar kind of martyrdom celebrations there.,NEUTRAL
1372,American,"And I think the American people, frankly, are tired of wars.",NEUTRAL
1373,American,Americans who are in Iraq should get out.,NEUTRAL
1374,American,Three Americans wounded.,NEUTRAL
1375,U.S.,"And so do they really want the U.S. completely out, have no embassy?",NEUTRAL
1376,U.S.,"So if, in fact, the U.S. really wants to make the case that that is why they carried out for this particular specific imminent attack that they say was coming, they really should provide the evidence, Katy, and tell us exactly what was coming.",NEUTRAL
1377,U.S.,"And this will certainly be a day when the U.S. embassy will be on its -- its highest state of alert for the last several days as those attacks on the embassy were taking place, there were a lot of American aircraft in the sky watching the air space.",NEUTRAL
1378,U.S.,U.S. officials now saying they believe that he went to those locations to approve final plans for some sort of an attack that they were saying was imminent.,NEUTRAL
1379,U.S.,And that U.S. troops and U.S. Marines were fighting against them.,NEUTRAL
1380,U.S.,"And amid the escalating tensions, the U.S. is deploying thousands more troops to the Middle East.",NEUTRAL
1381,Senate,"The idea that the Senate is now engaged in a cover up, Bolton`s story is going to come out.",NEGATIVE
1382,Senate,And the Senate has acted.,NEUTRAL
1383,Senate,We`re getting there.those four people run the Senate.whatever the next action is on the Senate floor.level of grandeur.,NEUTRAL
1384,Senate,We`re the Senate.,NEUTRAL
1385,Senate," She can`t write anything down right now, though, because the Senate is not in session.",NEUTRAL
1386,Senate,We are back and back into the Senate chamber we go.,NEUTRAL
1387,the White House," I mean, there`s only so much they can do after a fashion because if the White House to Ari`s point is dictating the terms on which the defendant will not only be acquitted, but when they`ll be acquitted, that puts them in a tough spot, if Schumer is one play, but other members in the Republican caucus are saying, no, we want to do another thing or we want to do something different.",NEGATIVE
1388,the White House,"They want to vote before Tuesday night, they, the White House.",NEUTRAL
