,Transcript,Topic,Sentiment,Program,avg_sentiment
1001,2664,Senate,"[0, 0, 0, -1, 0, 1, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,-0.1111111111111111
1002,2664,Laura,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network INGRAHAM ANGLE,0.0
1003,2664,Democrats,"[-1, -1, -1, -1, -1, 0, -1, 0, 0, -1, 0]",Fox News Network INGRAHAM ANGLE,-0.6363636363636364
1004,2664,Iran,"[-1, 0, -1, 0, -1, -1, 0, -1, 1, -1, 0, -1, -1, 1]",Fox News Network INGRAHAM ANGLE,-0.42857142857142855
1005,2675,Iran,"[0, -1, 0, -1, -1, 0, -1, -1, -1, 0, -1, 0, -1, 1, 0, 1, 1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2222222222222222
1006,2675,Congress,"[-1, -1, -1, 0, 1, 1, -1, 0, 1, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.16666666666666666
1007,2675,Democrats,"[0, 0, 0, 0, -1, 1, 0, 0, 0, 0, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.16666666666666666
1008,2675,Trump,"[0, 0, 1, 0, 1, 0, -1, 0, 0, 0, 0, 0, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.15384615384615385
1009,2679,Trump,"[-1, 0, 0, 0, 0, -1, -1, -1, 1, 0, 0, -1, 1, -1, -1, -1, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.4117647058823529
1010,2679,Senate,"[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.1111111111111111
1011,2679,House,"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.7142857142857143
1012,2679,Ukraine,"[-1, 0, 0, -1, -1, -1, -1, 0, 0, 0, -1, 0, 0, -1]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,-0.5
1013,2679,Republicans,"[1, 0, -1, 1, 1, 1, -1, -1, 0, 0, 0]",Fox News Network FOX SPECIAL REPORT WITH BRET BAIER,0.09090909090909091
1014,2702,Iran,"[-1, 0, -1, 0, -1, 0, -1, -1, 0, 0, -1, -1, -1, 0, 1, -1, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5
1015,2702,Trump,"[0, 1, -1, 0, -1, 0, -1, -1, 1, 0, 1, 1, -1, 0, 1, 0, -1, -1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.05263157894736842
1016,2702,Iranian,"[-1, -1, 0, 0, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.47368421052631576
1017,2702,Iranians,"[-1, 0, -1, 0, -1, 0, 0, -1, 1, -1, -1, -1, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5
1018,2712,Democrats,"[-1, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.46153846153846156
1019,2712,Trump,"[0, -1, 1, 1, -1, 0, -1, -1, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.2727272727272727
1020,2712,Iran,"[-1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 1, 0, -1, -1, 0, -1, 1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.5555555555555556
1021,2712,Martha,"[1, 1, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, -1, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.14285714285714285
1022,2712,Weinstein,"[-1, -1, 0, 0, -1, -1, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.3333333333333333
1023,2738,Iran,"[-1, 0, -1, -1, -1, 0, 0, 1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.6666666666666666
1024,2738,American,"[0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.2
1025,2738,Iraq,"[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.21052631578947367
1026,2738,Tucker,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,0.0
1027,2738,Republican,"[-1, 0, 0, -1, 0, -1, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.625
1028,2747,Iran,"[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.8888888888888888
1029,2747,Trump,"[-1, 1, 0, 1, -1, -1, 0, -1, 0, 0, -1, 1, 1, -1, -1, -1, 0, -1, -1, -1]",Fox News Network FOX HANNITY,-0.35
1030,2753,American,"[0, 0, 1, -1, -1, 1, -1, -1, 0, -1, 0, -1, 1, -1, -1, 0, 0, -1, -1, -1]",Fox News Network FOX NEWS SUNDAY,-0.4
1031,2753,Trump,"[1, 0, -1, 0, 0, -1, 0, 0, 1, -1, 0, 1, -1, -1, -1]",Fox News Network FOX NEWS SUNDAY,-0.2
1032,2753,U.S.,"[-1, 0, -1, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fox News Network FOX NEWS SUNDAY,-0.2777777777777778
1033,2753,Soleimani,"[-1, 0, 0, 0, -1, -1, -1, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0]",Fox News Network FOX NEWS SUNDAY,-0.3888888888888889
1034,2755,Iran,"[-1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.631578947368421
1035,2755,Trump,"[-1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.2
1036,2755,Democrats,"[0, -1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.25
1037,2755,Bernie Sanders,"[-1, -1, 0, -1, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0]",Fox News Network FOX NEWS @ NIGHT,-0.4666666666666667
1038,2755,Warren,"[0, 0, -1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 0, -1, 0, 0]",Fox News Network FOX NEWS @ NIGHT,-0.25
1039,2756,Democrats,"[-1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, -1, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.23529411764705882
1040,2756,Republicans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, -1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.07142857142857142
1041,2756,House,"[1, 0, -1, -1, 0, 0, 0, 0, 0, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.1
1042,2756,Neil,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,0.35714285714285715
1043,2756,Senate,"[0, 0, 0, 0, 0, -1, -1, -1, 0]",Fox News Network YOUR WORLD WITH NEIL CAVUTO,-0.3333333333333333
1044,2760,Democrats,"[0, -1, -1, -1, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0]",Fox News Network FOX HANNITY,-0.42105263157894735
1045,2760,China,"[0, 1, -1, 0]",Fox News Network FOX HANNITY,0.0
1046,2760,American,"[1, 1, -1, -1, -1, 1, 1, 1, 0, -1, -1, 0, -1, -1, -1, 0, 0, -1]",Fox News Network FOX HANNITY,-0.2222222222222222
1047,2760,Senate,"[0, 0, -1, 0, -1, 0, 1, 0, 0, 0, 0]",Fox News Network FOX HANNITY,-0.09090909090909091
1048,2762,Iraq,"[0, -1, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.42105263157894735
1049,2762,Iran,"[0, -1, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.6
1050,2762,Iranian,"[-1, -1, 0, -1, -1, -1, 0, -1, 0, -1, 0, -1, -1, 0]",Fox News Network TUCKER CARLSON TONIGHT,-0.6428571428571429
1051,2762,CNN,"[-1, -1, 0, -1, 0, -1, 1, -1]",Fox News Network TUCKER CARLSON TONIGHT,-0.5
1052,2840,Democrats,"[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.6111111111111112
1053,2840,Trump,"[-1, -1, 0, 0, 0, 0, -1, 1, 1, 1, 1, 1, 0, 0, 0]",Fox News Network THE STORY WITH MARTHA MACCALLUM,0.13333333333333333
1054,2840,House,"[0, 0, -1, -1, 0, 0, 0, 0, -1, -1, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.38461538461538464
1055,2840,Lev Parnas,"[0, 0, 0, 0, 0, 0, 0, 0, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.1111111111111111
1056,2840,Iran,"[-1, -1, 0, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]",Fox News Network THE STORY WITH MARTHA MACCALLUM,-0.7857142857142857
1057,2862,Senate,"[0, 0, 0, -1, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1]",Fox News Network FOX HANNITY,-0.5555555555555556
1058,2862,American,"[0, -1, -1, -1, 1, 0, 0, 1, 0, 1, -1, -1, -1, -1, 0, -1, 0, -1]",Fox News Network FOX HANNITY,-0.3333333333333333
1059,2862,Democrats,"[-1, -1, -1, -1, -1, -1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 1]",Fox News Network FOX HANNITY,-0.6666666666666666
1060,2862,Adam Schiff,"[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, 0]",Fox News Network FOX HANNITY,-0.8
1061,2862,House,"[1, 0, 0, -1, 0, 0, -1, 0, 0, -1, -1, -1, -1, -1, -1, 1]",Fox News Network FOX HANNITY,-0.375
